X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1583694.6798,5477268.5014,1444,60,89,3.90000009536743,06000091,Both,Continuous,7.1,Single Loop,Takaka (Reilly St),10 - Nelson/Marlborough,202,3613,3993,3999,4084,4130,Regional Continuous
1582540.1049,5479991.3139,1445,60,89,8.44499969482422,06000096,Both,Continuous,4.7,Dual Loop,Waitapu Bridge (Rangihaeata),10 - Nelson/Marlborough,224,2429,2477,2401,2524,2177,Regional Continuous
1672735.5522,5407613.5616,1446,62,0,8.17099952697754,06200009,Both,Continuous,10.8,Single Loop,Jefferies to Jackson Road,10 - Nelson/Marlborough,303,3067,3700,3450,3717,3703,Regional Continuous
1669748.9365,5403878.7941,1447,63,0,0.23199999332428,06300000,Both,Continuous,5.2,Dual Loop,Renwick - Brydon Street (200m east of Brydon St),10 - Nelson/Marlborough,355,3170,3504,3047,3130,2990,Regional Continuous
1666552.756,5403709.1683,1448,63,0,3.46099996566772,06300004,Both,Continuous,18.5,Single Loop,Waihopai Valley Road,10 - Nelson/Marlborough,362,2430,3518,2534,2417,2399,Regional Continuous
1641953.9833,5397241.509,1449,63,29,0.805000007152557,06300029,Both,Continuous,13.2,Single Loop,Anderson Bridge (150m east of Parsons Rd),10 - Nelson/Marlborough,356,952,1865,946,843,832,Regional Continuous
1587743.0414,5372284.7592,1450,63,84,7.69500017166138,06300091,Both,Continuous,12.3,Single Loop,St Arnaud Speed Signs,10 - Nelson/Marlborough,361,920,2037,979,733,770,Regional Continuous
1583317.8876,5374393.5881,1451,63,92,4.44000005722046,06300096,Both,National,10.2,Telemetry,ST ARNAUD - Telemetry Site 93 ,10 - Nelson/Marlborough,365,483,1692,560,486,423,Telemetry
1537370.1217,5346878.6954,1452,65,17,16.6380004882813,06500034,Both,Virtual,18.4,Virtual,Shenandoah Saddle - Virtual,10 - Nelson/Marlborough,,1159,2340,1237,1029,1015,Virtual
1568710.1355,5188870.8174,1453,1J,332,1.24000000953674,01J00333,Both,Non-Continuous,14.3,Single Loop,Christchurch - Johns Rd East of Groynes Entrance,11 - Canterbury,80,19578,16898,5230,5450,5313,Regional Non-Continuous
1660190.3525,5315468.4873,1454,1S,138,6.26000022888184,01S00144,Both,National,22.7,Telemetry,KAIKOURA - Telemetry Site 9 - Nth of Hapuku River,11 - Canterbury,358,2499,1219,2870,3097,2721,Telemetry
1655910.2924,5306740.2207,1455,1S,155,1.50999999046326,01S00157,Both,Continuous,8.4,Dual Loop,Kaikoura - Beach Rd,11 - Canterbury,364,6986,6058,8443,8250,4089,Regional Continuous
1652250.0861,5303931.8276,1456,1S,155,7.46000003814697,01S00163,Both,Continuous,18.2,Dual Loop,Kaikoura - Nth of Kowhai R.,11 - Canterbury,364,3476,2329,4078,4104,3613,Regional Continuous
1624698.7091,5272719.2271,1457,1S,195,16.6499996185303,01S00212,Both,Continuous,21.5,Dual Loop,Parnassus - Nth of Leader R.,11 - Canterbury,365,2898,1201,2616,2916,2612,Regional Continuous
1622457.9768,5260277.1439,1458,1S,217,11.4499998092651,01S00228,Both,Non-Continuous,21.2,Dual Loop,Cheviot Township ,11 - Canterbury,30,2668,1230,2589,3083,2781,Regional Non-Continuous
1611623.1131,5251201.9031,1459,1S,235,7.92999982833862,01S00243,Both,Non-Continuous,22.9,Dual Loop,1.5 km Nth of Hurunui R.,11 - Canterbury,28,3019,1355,2874,3115,2906,Regional Non-Continuous
1580611.1277,5232529.5077,1460,1S,273,9.94999980926514,01S00284,Both,Non-Continuous,17.3,Dual Loop,Waipara - Nth of SH7 Junction,11 - Canterbury,28,4284,2593,4151,4266,4006,Regional Non-Continuous
1579898.297,5231232.0187,1461,1S,284,0.600000023841858,01S00285,Both,National,17.3,WiM,WAIPARA - Telemetry Site 52 -(WIM Site) ,11 - Canterbury,364,8773,8510,8844,8976,8343,Weigh in Motion
1578067.3675,5221498.6338,1462,1S,284,10.7200002670288,01S00295,Both,Non-Continuous,13.9,Single Loop,Amberley - Just Sth of Bank St,11 - Canterbury,28,9744,10289,10721,11199,10406,Regional Non-Continuous
1579041.7585,5216615.3768,1463,1S,284,16.2199993133545,01S00301,Both,Non-Continuous,14.4,Dual Loop,Leithfield - Just Nth of Kings Rd,11 - Canterbury,29,9074,9367,9776,10120,9449,Regional Non-Continuous
1574341.1082,5205813.4966,1464,1S,311,2.70000004768372,01S00313,Both,Non-Continuous,12.4,Dual Loop,Waikuku - Sth of Township,11 - Canterbury,29,11808,12104,12465,12891,12112,Regional Non-Continuous
1572911.5804,5202983.5688,1465,1S,311,5.98000001907349,01S00316,Both,Non-Continuous,9.5,Dual Loop,Woodend - At School,11 - Canterbury,28,16283,16674,17399,17634,15440,Regional Non-Continuous
1572939.56,5202431.7721,1466,1S,317,0.180000007152557,01S00317,Both,Non-Continuous,8.8,Dual Loop,Woodend - Sth of Route 72 Junction,11 - Canterbury,28,18937,18925,19902,18824,19412,Regional Non-Continuous
1571651.9877,5198378.2873,1467,1S,317,5.17999982833862,01S00322,Both,Non-Continuous,8.9,Dual Loop,Kaiapoi - N. M/Way N of Smith St/Lineside Rd U/pass (SH71) ,11 - Canterbury,28,17198,17357,18279,19000,17804,Regional Non-Continuous
1562775.5256,5182328.1119,1468,1S,332,10.8000001907349,01S00343,Both,Virtual,,Virtual,Christchurch - Russley Rd. Nth of Ryans Rd,11 - Canterbury,,31728,34585,,,,Virtual
1562147.8495,5179970.9535,1469,1S,344,1.44000005722046,01S00346,Both,Virtual,,Dual Loop,Christchurch - Carmen Rd Just Sth of Buchanans Rd ,11 - Canterbury,,28188,,,,,Virtual
1560655.4642,5178543.4156,1470,1S,347,1.02999997138977,01S00348,Both,Continuous,6.7,Dual Loop,Main Sth Rd Sth of Parker St,11 - Canterbury,364,19037,19661,19056,18312,16229,Regional Continuous
1559962.7235,5178452.4192,1471,1S,347,1.74000000953674,01S00349,Both,Continuous,9.4,Dual Loop,Sth of Halswell Junction Rd,11 - Canterbury,363,27034,27925,27111,24235,19359,Regional Continuous
1558203.3991,5177794.5777,1472,1S,350,0.363000005483627,01S00350,Both,Non-Continuous,8.1,Dual Loop,Templeton - Between Marshs Rd and Kirk Rd,11 - Canterbury,32,,,,27980,22291,Regional Non-Continuous
1542385.4266,5169396.4306,1473,1S,365,11.1999998092651,01S00376,Both,Non-Continuous,15.1,Dual Loop,Burnham - Sth of Burnham Rd,11 - Canterbury,49,12927,14242,13893,13649,11438,Regional Non-Continuous
1531436.3976,5163646.2228,1474,1S,381,7.75,01S00389,Both,National,15.7,Telemetry,DUNSANDEL - Telemetry Site 68 (LTSA),11 - Canterbury,360,12317,12735,13188,13242,11842,Telemetry
1523265.5461,5156978.2697,1475,1S,381,18.5499992370605,01S00400,Both,Non-Continuous,19.6,Dual Loop,Rakaia - Nth of Rakaia Bridge,11 - Canterbury,42,12931,13456,13418,12690,11476,Regional Non-Continuous
1523139.5958,5156867.286,1476,1S,381,18.8299999237061,01S00401,Both,National,15.8,WiM,RAKAIA - Telemetry Site 121 (WiM Site),11 - Canterbury,355,13008,13176,13760,13652,12430,Weigh in Motion
1519286.2351,5152677.9656,1477,1S,401,4.03499984741211,01S00405,Both,Non-Continuous,22.4,Dual Loop,Rakaia - Nth of Hatfield Overdale Rd,11 - Canterbury,42,11136,11391,11977,12202,10837,Regional Non-Continuous
1501305.0096,5139823.2377,1478,1S,416,11.6000003814697,01S00428,Both,Non-Continuous,12.2,Dual Loop,Ashburton -  Sth Golf Links Rd.,11 - Canterbury,28,12306,14073,12869,12900,11504,Regional Non-Continuous
1500727.2504,5139285.2475,1479,1S,416,12.3999996185303,01S00429,Both,Non-Continuous,12.5,Dual Loop,Ashburton - West St Sth of Racecourse Rd,11 - Canterbury,42,12054,12277,13161,14421,11368,Regional Non-Continuous
1499737.6648,5138353.2626,1480,1S,416,13.7679996490479,01S00430,Both,Continuous,8.3,Dual Loop,Ashburton - West St Nth of Wills St ,11 - Canterbury,327,12583,13005,13534,13560,10973,Regional Continuous
1498537.1708,5137203.2789,1481,1S,430,0.959999978542328,01S00431,Both,Continuous,8.7,Dual Loop,Ashburton - Archibald St Tinwald Just Sth of Ashburton R.,11 - Canterbury,360,23392,23915,23904,23989,21793,Regional Continuous
1489958.454,5130533.8055,1482,1S,430,11.8199996948242,01S00440,Both,Non-Continuous,26.2,Dual Loop,Winslow - Sth of Winslow Rd,11 - Canterbury,42,8140,8412,8752,8746,7790,Regional Non-Continuous
1469853.5889,5119647.4359,1483,1S,462,3.21000003814697,01S00465,Both,Non-Continuous,31,Dual Loop,Rangitata - Nth of Store,11 - Canterbury,63,7400,7526,8433,8248,7463,Regional Non-Continuous
1465018.7017,5114522.6377,1484,1S,465,8.64999961853027,01S00474,Both,Non-Continuous,22.4,Dual Loop,Orari - Nth of Arundel Belfield Rd,11 - Canterbury,42,6584,6231,6437,6611,5820,Regional Non-Continuous
1462389.0777,5105199.8195,1485,1S,481,0.922999978065491,01S00482,Both,Continuous,11.4,Single Loop,Winchester - Sth of Township,11 - Canterbury,363,8333,8896,8957,9069,8072,Regional Continuous
1462316.005,5099869.3721,1486,1S,481,6.40000009536743,01S00488,Both,Non-Continuous,15.8,Single Loop,Temuka - Vine St Nth of Wood St (Temuka Bypass),11 - Canterbury,42,9718,10207,10763,10483,9631,Regional Non-Continuous
1459492.6853,5088795.4161,1487,1S,481,18,01S00499,Both,Virtual,16,Virtual,Virtual - Nth of Timaru,11 - Canterbury,,12986,13427,13690,13558,12612,Virtual
1459483.0066,5088034.4896,1488,1S,481,18.7800006866455,01S00500,Both,Non-Continuous,16,Dual Loop,Timaru - Hilton Highway Just Nth of SH 8 Junction,11 - Canterbury,42,12986,13427,13690,13558,12612,Regional Non-Continuous
1459838.6168,5086511.8014,1489,1S,501,0.810000002384186,01S00502,Both,Non-Continuous,11.9,Dual Loop,Timaru - Hilton Highway Just Sth of Washdyke Creek Bridge,11 - Canterbury,42,18309,18773,19277,19344,18269,Regional Non-Continuous
1460038.9965,5085579.9878,1490,1S,501,1.21000003814697,01S00503,Both,Non-Continuous,8.9,Dual Loop,Timaru - Hilton Highway Between Blair and Bridge Sts,11 - Canterbury,28,18217,18585,19204,19237,17375,Regional Non-Continuous
1460126.9045,5083483.2522,1491,1S,501,4.36999988555908,01S00505,Both,National,9.4,Telemetry,EVANS St Timaru - Telemetry Site 69 ,11 - Canterbury,362,21222,21491,21773,21770,20060,Telemetry
1460515.3015,5082490.5369,1492,1S,506,0.5,01S00507,Both,Non-Continuous,12.6,Dual Loop,Timaru - Theodosia St at Church Rd Underpass,11 - Canterbury,42,14573,14782,14857,14922,14114,Regional Non-Continuous
1460552.0636,5080798.7523,1493,1S,506,2.23000001907349,01S00509,Both,Non-Continuous,14.8,Dual Loop,Timaru - King St Nth of Otipua Rd,11 - Canterbury,42,10948,11033,11362,11442,10796,Regional Non-Continuous
1459889.4812,5080055.5313,1494,1S,506,3.28399991989136,01S00510,Both,Non-Continuous,16,Dual Loop,Timaru - Sth of Beaconsfield Rd,11 - Canterbury,42,8743,8811,9115,9237,9443,Regional Non-Continuous
1457991.4716,5074209.2848,1495,1S,516,0.689999997615814,01S00517,Both,Non-Continuous,15.5,Dual Loop,Pareora - Nth of Campbells Rd,11 - Canterbury,40,7941,7996,8271,8365,8061,Regional Non-Continuous
1456968.8613,5069662.2798,1496,1S,520,2.39000010490417,01S00522,Both,National,17,Telemetry,ST ANDREWS - Telemetry Site 31,11 - Canterbury,365,6744,6861,7054,7045,6489,Telemetry
1452083.6344,5051308.6085,1497,1S,532,9.13000011444092,01S00541,Both,Non-Continuous,19.2,Dual Loop,Hook - South of Hook River,11 - Canterbury,28,5878,6027,6233,6103,5386,Regional Non-Continuous
1449602.5091,5026533.8375,1498,1S,560,7,01S00568,Both,Non-Continuous,23.7,Dual Loop,Glenavy - Nth of Township,11 - Canterbury,42,4551,4672,4906,4961,4392,Regional Non-Continuous
1571344.0953,5197409.6485,1499,1S,317,5.65000009536743,01S10322,Inc,Non-Continuous,10,Dual Loop,Kaiapoi - N. M/Way S of Smith St/Lineside Rd U/pass (SH71) - Inc,11 - Canterbury,28,8180,8318,8935,9158,8571,Regional Non-Continuous
1571289.1147,5197239.7118,1500,1S,317,5.96999979019165,01S10323,Inc,Non-Continuous,7.2,Dual Loop,Kaiapoi Between SH71 and Ohaka Rd - SB Lanes ,11 - Canterbury,44,16604,16698,17383,17692,15689,Regional Non-Continuous
1570948.2369,5196215.0936,1501,1S,317,6.82000017166138,01S10324,Inc,Non-Continuous,6.5,Dual Loop,Kaiapoi Between Ohoka Rd Ramps - SB Lanes ,11 - Canterbury,153,15043,15100,15777,15526,14061,Regional Non-Continuous
1571226.1321,5193868.9683,1502,1S,317,9.3100004196167,01S10326,Inc,Continuous,5.7,Dual Loop,Kaiapoi Between Okoha Rd and Tram Rd - SB Lanes,11 - Canterbury,220,19290,19686,20225,20954,17017,Regional Continuous
1571436.0584,5192854.3495,1503,1S,327,0.419999986886978,01S10327,Inc,National,,Telemetry,WAIMAKARIRI BRIDGE - Telemetry site 96 - SB,11 - Canterbury,,24328,24888,26005,25532,,Telemetry
1571183.1677,5191215.9647,1504,1S,327,2.20000004768372,01S10329,Inc,Continuous,8,Dual Loop,Nth of Dickeys Rd - Sth Bound Lanes,11 - Canterbury,365,18760,19191,19660,19779,18282,Regional Continuous
1568768.1043,5189437.6066,1505,1S,327,5.32999992370605,01S10332,Inc,Continuous,9.5,Dual Loop,CHCH W Mway Btwn Belfast ramps and Groynes Inc,11 - Canterbury,362,,,10618,11193,10465,Regional Continuous
1567688.5296,5188343.9977,1506,1S,333,1.10000002384186,01S10334,Inc,Continuous,8.7,Dual Loop,CHCH W Mway btwn Groynes and Gardiners Inc,11 - Canterbury,365,,,13423,13853,13103,Regional Continuous
1565477.3878,5186818.5305,1507,1S,333,3.89000010490417,01S10337,Inc,Continuous,7.8,Dual Loop,CHCH W Mway btwn gardiners and Sawyers Arms,11 - Canterbury,365,,,14006,14367,12850,Regional Continuous
1564836.6305,5186620.592,1508,1S,333,4.55000019073486,01S10338,Inc,Continuous,7,Dual Loop,CHCH W Mway btwn Sawyers Arms and Macleans Island - Inc,11 - Canterbury,365,13825,14508,16992,17104,15576,Regional Continuous
1564082.9325,5185751.8949,1509,1S,333,5.78999996185303,01S10339,Inc,Continuous,6.4,Dual Loop,CHCH W Mway btwn Harewood and Memorial Increasing only,11 - Canterbury,364,,,16272,16506,15571,Regional Continuous
1563413.2393,5183801.5912,1510,1S,333,7.8600001335144,01S10341,Inc,Continuous,6,Dual Loop,CHCH W Mway btwn Memorial and Syd Bradley Increasing only,11 - Canterbury,365,,,19384,19463,17572,Regional Continuous
1562914.4636,5182625.0075,1511,1S,333,9.14000034332275,01S10342,Inc,Continuous,6.1,Dual Loop,Christchurch - Russley Rd. Nth of Ryans Rd - Inc,11 - Canterbury,354,16166,17325,19733,19979,17383,Regional Continuous
1562374.741,5180566.7435,1512,1S,344,0.800000011920929,01S10345,Inc,Non-Continuous,7.1,Dual Loop,Christchurch - Carmen Rd. Just Sth Steadman Rd -Inc ,11 - Canterbury,30,14522,14964,15543,15365,13947,Regional Non-Continuous
1561994.9217,5179603.0825,1513,1S,344,1.83000004291534,01S10346,Inc,Non-Continuous,6.9,Dual Loop,Carmen Rd between Bella Rosa Dr & Waterloo Rd-Inc,11 - Canterbury,51,14888,15014,15194,15303,13636,Regional Non-Continuous
1460362.0511,5083092.401,1514,1S,501,4.8600001335144,01S10506,Inc,Non-Continuous,11.3,Dual Loop,Timaru - Theodosia St Nth of Sefton St East - SB Lanes,11 - Canterbury,42,11410,11449,11546,11718,10336,Regional Non-Continuous
1460512.5697,5081895.6048,1515,1S,506,1.12999999523163,01S10508,Inc,Non-Continuous,12.2,Dual Loop,Timaru - Craigie Avenue Between Nth and Browne Sts - SB Lane,11 - Canterbury,42,6861,6970,6941,7107,6651,Regional Non-Continuous
1571344.0953,5197409.6485,1516,1S,317,5.65000009536743,01S20322,Dec,Non-Continuous,9.2,Dual Loop,Kaiapoi - N. M/Way S of Smith St/Lineside Rd U/pass (SH71) - Dec,11 - Canterbury,28,8231,8394,8980,8933,8466,Regional Non-Continuous
1571289.1147,5197239.7118,1517,1S,317,5.96999979019165,01S20323,Dec,Non-Continuous,6.9,Dual Loop,Kaiapoi Between SH71 and Ohaka Rd - NB Lanes ,11 - Canterbury,44,16053,16023,16374,15741,14658,Regional Non-Continuous
1570948.2369,5196215.0936,1518,1S,317,6.82000017166138,01S20324,Dec,Non-Continuous,6.7,Dual Loop,Kaiapoi Between Ohoka Rd Ramps - NB Lanes ,11 - Canterbury,153,14886,14792,15207,13680,12770,Regional Non-Continuous
1571226.1321,5193868.9683,1519,1S,317,9.3100004196167,01S20326,Dec,Continuous,5.3,Dual Loop,Kaiapoi Between Okoha Rd and Tram Rd - NB Lanes,11 - Canterbury,220,18892,18945,19772,17625,13411,Regional Continuous
1571436.0584,5192854.3495,1520,1S,327,0.419999986886978,01S20327,Dec,National,,Telemetry,WAIMAKARIRI BRIDGE - Telemetry site 96 - NB,11 - Canterbury,,23783,23924,24596,23520,,Telemetry
1571183.1677,5191215.9647,1521,1S,327,2.20000004768372,01S20329,Dec,Continuous,7.8,Dual Loop,Nth of Dickeys Rd - Nth Bound Lanes,11 - Canterbury,364,18750,18861,19660,20275,18362,Regional Continuous
1568768.1043,5189437.6066,1522,1S,327,5.32999992370605,01S20332,Dec,Continuous,10.2,Dual Loop,CHCH W Mway Btwn Belfast ramps and Groynes Dec,11 - Canterbury,362,,,9988,10678,10036,Regional Continuous
1567688.5296,5188343.9977,1523,1S,333,1.10000002384186,01S20334,Dec,Continuous,8.7,Dual Loop,CHCH W Mway btwn Groynes and Gardiners Dec,11 - Canterbury,365,,,12750,13182,12477,Regional Continuous
1565477.3878,5186818.5305,1524,1S,333,3.89000010490417,01S20337,Dec,Continuous,8.1,Dual Loop,CHCH W Mway btwn gardiners and Sawyers Arms,11 - Canterbury,364,,,12723,12733,11969,Regional Continuous
1564865.6205,5186591.6031,1525,1S,332,4.55000019073486,01S20338,Dec,Continuous,7.7,Dual Loop,CHCH W Mway btwn Sawyers Arms and Macleans Island - Dec,11 - Canterbury,365,14944,15580,16687,16208,14511,Regional Continuous
1563883.024,5185139.1143,1526,1S,333,6.44000005722046,01S20339,Dec,Continuous,6.8,Dual Loop,CHCH W Mway btwn Harewood and Memorial Decreasing only,11 - Canterbury,364,,,15731,16208,15302,Regional Continuous
1563378.2521,5183804.5891,1527,1S,333,7.86999988555908,01S20341,Dec,Continuous,6.5,Dual Loop,CHCH W Mway btwn Memorial and Syd Bradley decreasing only,11 - Canterbury,365,,,17889,18404,16576,Regional Continuous
1562864.4834,5182587.0199,1528,1S,333,9.1899995803833,01S20342,Dec,Continuous,6.3,Dual Loop,Christchurch - Russley Rd. Nth of Ryans Rd - Dec,11 - Canterbury,364,15562,17260,18884,19249,17063,Regional Continuous
1562374.741,5180566.7435,1529,1S,344,0.800000011920929,01S20345,Dec,Non-Continuous,7,Dual Loop,Christchurch - Carmen Rd. Just Sth Steadman Rd -Dec,11 - Canterbury,30,13697,14040,14372,14373,12938,Regional Non-Continuous
1561994.9217,5179603.0825,1530,1S,344,1.83000004291534,01S20346,Dec,Non-Continuous,6,Dual Loop,Carmen Rd between Bella Rosa Dr & Waterloo Rd- Dec,11 - Canterbury,51,13300,13524,13853,14147,12269,Regional Non-Continuous
1460362.0511,5083092.401,1531,1S,501,4.8600001335144,01S20506,Dec,Non-Continuous,9.3,Dual Loop,Timaru - Theodosia St Nth of Sefton St East - NB Lanes,11 - Canterbury,42,12642,12730,12906,12896,11834,Regional Non-Continuous
1460512.5697,5081895.6048,1532,1S,506,1.12999999523163,01S20508,Dec,Non-Continuous,10.7,Dual Loop,Timaru - Craigie Avenue Between Nth and Browne Sts - NB Lane,11 - Canterbury,42,7073,7187,7204,7283,6939,Regional Non-Continuous
1563621.1488,5184221.4432,1533,1S,333,1,01S30334,Ramp,Continuous,2.5,Dual Loop,Memorial Ave Interchange SB On Ramp,11 - Canterbury,365,,,6724,6631,5301,Regional Continuous
1563198.341,5183130.8307,1534,1S,333,2,01S30335,Ramp,Continuous,10.6,Dual Loop,Dakota Business Park Interchange SB On Ramp,11 - Canterbury,364,,,1730,1751,1447,Regional Continuous
1563591.1529,5184446.3603,1535,1S,333,1,01S50334,Ramp,Continuous,2.3,Dual Loop,Memorial Ave Interchange NB On Ramp,11 - Canterbury,364,,,3878,3948,3563,Regional Continuous
1563071.3833,5183271.7756,1536,1S,333,2,01S50335,Ramp,Continuous,5.1,Dual Loop,Dakota Business Park Interchange NB On Ramp,11 - Canterbury,364,,,763,734,589,Regional Continuous
1579007.7142,5232576.5936,1537,7,0,1.61000001430511,00700002,Both,Continuous,14.4,Dual Loop,Waipara Straight - 2km Nth-West of Waipara Junction,11 - Canterbury,363,5405,5908,4577,4336,4069,Regional Continuous
1576013.5258,5242477.3285,1538,7,0,13.8100004196167,00700014,Both,Non-Continuous,17.9,Tube,Waikari - Nth-west of Township,11 - Canterbury,35,4011,5614,3733,3683,3219,Regional Non-Continuous
1581001.671,5253122.2468,1539,7,28,0,00700028,Both,Virtual,17.9,Virtual,Virtual - RS28,11 - Canterbury,,4011,5614,3733,3683,3219,Virtual
1587746.444,5264561.5904,1540,7,28,13.3000001907349,00700041,Both,Non-Continuous,14.7,Tube,Culverden - At School Creek Bridge,11 - Canterbury,28,4413,6064,5045,4444,3960,Regional Non-Continuous
1588910.2534,5266544.7645,1541,7,28,15.6000003814697,00700044,Both,Non-Continuous,15.1,Tube,Red Post Corner - Sth of SH 70 Junction,11 - Canterbury,28,3956,5459,4464,4018,3521,Regional Non-Continuous
1581629.0464,5284380.3602,1542,7,58,9.19999980926514,00700067,Both,Non-Continuous,14.2,Tube,Sth of SH7A Junction (Hanmer Turnoff),11 - Canterbury,28,3260,4405,3396,3005,2646,Regional Non-Continuous
1547186.0604,5287216.6027,1543,7,98,9.60000038146973,00700108,Both,National,18,Telemetry,LEWIS PASS - Telemetry Site 32,11 - Canterbury,363,1464,2595,1478,1317,1274,Telemetry
1604302.1549,5278650.6425,1544,70,0,0,07000000,Both,Continuous,25.7,Tube,Inland road north of Waiau,11 - Canterbury,134,,888,621,,510,Regional Continuous
1570828.293,5198092.3985,1545,71,0,0.920000016689301,07100001,Both,Non-Continuous,7.9,Dual Loop,Lineside Rd - Nth-west of Kaiapoi,11 - Canterbury,28,14599,14385,15116,15516,14643,Regional Non-Continuous
1562490.6718,5181232.5036,1546,73,1,3.79999995231628,07300005,Both,Virtual,6.1,Dual Loop,Yaldhurst Rd Sth East of Masham/Russley Rd - Combined,11 - Canterbury,,22511,22651,23318,24509,21296,Virtual
1561015.192,5181852.2285,1547,73,5,1.42999994754791,07300006,Both,Non-Continuous,11,Dual Loop,Yaldhurst Rd West of SH1,11 - Canterbury,34,13432,13134,14079,15007,13646,Regional Non-Continuous
1559273.8099,5182298.0094,1548,73,5,3.22000002861023,07300008,Both,Non-Continuous,9.8,Dual Loop,Yaldhurst Rd - East of Old West Coast Rd,11 - Canterbury,28,12936,13083,11971,14083,12696,Regional Non-Continuous
1554228.6595,5181222.1984,1549,73,5,8.43000030517578,07300013,Both,Non-Continuous,9.3,Dual Loop,West Melton - East of Dawsons Rd,11 - Canterbury,29,11027,11236,9424,13250,10249,Regional Non-Continuous
1541280.0537,5180061.9265,1550,73,15,12.7600002288818,07300028,Both,Non-Continuous,14.5,Single Loop,Aylesbury - East of Corner,11 - Canterbury,29,6812,7240,6232,7161,6888,Regional Non-Continuous
1540567.2684,5180268.82,1551,73,15,13.539999961853,07300029,Both,Non-Continuous,14,Dual Loop,Aylesbury - West of Corner,11 - Canterbury,30,5626,6000,5559,5685,5601,Regional Non-Continuous
1528214.7603,5184406.8926,1552,73,34,6.42999982833862,07300041,Both,Non-Continuous,10,Dual Loop,Darfield - Between Russell St and Clinton Rd,11 - Canterbury,29,5810,5988,5666,5655,6219,Regional Non-Continuous
1527397.9623,5185016.6788,1553,73,41,0.519999980926514,07300042,Both,Non-Continuous,22.3,Dual Loop,Darfield - West of SH 77 Junction and East of Route 72 Junction,11 - Canterbury,28,3240,3477,3317,3631,4035,Regional Non-Continuous
1511761.6161,5201722.8098,1554,73,52,12.5,07300064,Both,National,15.3,Telemetry,SPRINGFIELD - Telemetry Site 11 - West of Township,11 - Canterbury,365,1901,2030,2066,2150,1881,Telemetry
1496636.198,5213900.1367,1555,73,90,2.9300000667572,07300093,Both,Non-Continuous,16.9,Single Loop,Castle Hill Straight,11 - Canterbury,43,1725,1791,2104,2013,1712,Regional Non-Continuous
1485088.1694,5239910.7076,1556,73,136,4.26000022888184,07300140,Both,Non-Continuous,14.1,Dual Loop,Christchurch Side of Greyneys Shelter,11 - Canterbury,51,1457,1530,1600,1639,1384,Regional Non-Continuous
1482685.152,5244791.0086,1557,73,145,1.00999999046326,07300146,Both,Continuous,13.9,Dual Loop,Arthurs Pass Village - Counter Housed Courtesy Dept of Conservation,11 - Canterbury,365,1654,1700,1787,1769,1479,Regional Continuous
1565174.7585,5178921.4547,1558,73,0,1.04999995231628,07310001,Inc,Continuous,5,Dual Loop,Curletts Rd Sth of Blenheim Rd - Inc,11 - Canterbury,359,17503,17551,16417,18391,16690,Regional Continuous
1565069.7654,5179738.1452,1559,73,1,0.529999971389771,07310002,Inc,Non-Continuous,6,Dual Loop,Curletts Rd Sth of Main Sth Rd - Inc,11 - Canterbury,28,12848,12596,13759,13883,12823,Regional Non-Continuous
1565062.7539,5180100.0097,1560,73,1,0.910000026226044,07310003,Inc,Continuous,4.9,Dual Loop,Peer St Nth of Main Sth Rd - Inc,11 - Canterbury,356,14933,14956,15869,15570,14115,Regional Continuous
1564786.851,5180276.9343,1561,73,1,1.29999995231628,07310004,Inc,Continuous,4,Dual Loop,Yaldhurst Rd Sth east of Avonhead Rd - Inc,11 - Canterbury,364,12712,13273,13576,13512,12064,Regional Continuous
1563304.3823,5180900.653,1562,73,1,2.95000004768372,07310005,Inc,Non-Continuous,8.1,Dual Loop,Yaldhurst Rd Sth East of Masham/Russley Rd - Inc,11 - Canterbury,31,11024,10996,11319,12004,10387,Regional Non-Continuous
1565174.7585,5178921.4547,1563,73,0,1.04999995231628,07320001,Dec,Continuous,4.4,Dual Loop,Curletts Rd Sth of Blenheim Rd - Dec,11 - Canterbury,359,17968,17608,17399,18165,16255,Regional Continuous
1565069.7654,5179738.1452,1564,73,1,0.529999971389771,07320002,Dec,Non-Continuous,6,Dual Loop,Curletts Rd Sth of Main Sth Rd - Dec,11 - Canterbury,30,14052,11856,12529,12653,11478,Regional Non-Continuous
1565062.7539,5180100.0097,1565,73,1,0.910000026226044,07320003,Dec,Continuous,3.7,Dual Loop,Peer St Nth of Main Sth Rd - Dec,11 - Canterbury,356,12715,14701,12958,12778,11342,Regional Continuous
1564786.851,5180276.9343,1566,73,1,1.29999995231628,07320004,Dec,Continuous,3.9,Dual Loop,Yaldhurst Rd Sth East of Avonhead Rd - Dec,11 - Canterbury,364,13289,13105,13464,13318,11837,Regional Continuous
1563304.3823,5180900.653,1567,73,1,2.95000004768372,07320005,Dec,Non-Continuous,4.2,Dual Loop,Yaldhurst Rd Sth East of Masham/Russley Rd - Dec,11 - Canterbury,28,11487,11655,11999,12505,10909,Regional Non-Continuous
1575156.8924,5178066.1396,1568,74,19,0.00999999977648258,07400018,Both,Virtual,6.6,Virtual,Virtual site at approach to RAB,11 - Canterbury,,14407,14234,14399,13279,12851,Virtual
